pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,st_teff,st_rad,st_mass,sy_dist
HIP 67851 c,12.7,2204.77565936,,3923.6609,4890.0,5.948,1.896,64.1181
Kepler-1124 b,1.28,2.18,621.0,2.852348975,3658.0,0.34,0.35,289.899
Kepler-1137 b,2.2,5.48,1020.0,23.9210791,6807.0,1.84,1.5,921.778
Kepler-255 c,2.99,9.22,807.0,9.946047,5573.0,0.933,0.867,1052.53
K2-178 b,3.55790985,12.4,840.29,8.747818,5525.0,0.887267,0.95109,214.753
KMT-2018-BLG-1990L b,12.9,111.0,,,,,0.094,967.0
KMT-2016-BLG-2142L b,12.2,4923.0,,,,,0.073,7010.0
K2-138 d,2.39,7.92,888.0,5.40479,5356.3,0.863,0.935,202.585
K2-148 b,1.33,2.33,,4.38395,4079.0,0.632,0.65,124.458
K2-149 b,1.64,3.33,,11.332,3745.0,0.568,0.595,123.676
HD 73583 c,2.39,9.7,498.0,18.87974,4511.0,0.65,0.73,31.5666
Kepler-241 b,2.33,6.04,562.0,12.718092,4699.0,0.668,0.671,512.0
Kepler-1133 b,1.97,4.54,703.0,11.55562343,5569.0,0.9,0.93,753.135
Kepler-114 c,1.6,2.8,507.0,8.041,4660.0,0.54,0.56,259.533
Kepler-118 b,1.96,4.5,784.0,7.518496,5274.0,1.094,0.811,574.228
Kepler-1018 b,2.58,7.18,498.0,49.1013514,5518.0,0.88,0.91,1010.01
BD+20 594 b,2.57807,22.2481,546.0,41.6855,5766.0,1.08,1.67,179.461
HIP 67522 c,7.93595834,48.3,917.0,14.334892,5675.0,1.38,1.22,127.28
K2-15 b,2.48,6.71,676.0,11.8104,5131.0,0.68,0.72,493.992
K2-168 b,1.86,4.12,766.35,15.8523,5502.7,0.83,0.877,243.935
TOI-4582 b,10.53644186,168.44905571,614.66,31.034,5190.0,2.5,1.34,383.846
Kapteyn c,2.54,7.0,,121.54,3550.0,0.291,0.281,3.93305
Kepler-37 d,2.03,2.0,499.0,39.7922622,5357.0,0.789,0.79,63.9207
Kepler-37 e,0.37,8.1,401.0,51.196,5288.0,0.772,0.8,63.9207
K2-207 b,2.60585269,7.3,,12.48749,5522.0,0.928158,0.941851,363.064
HD 75784 c,12.8,1792.5612,,7900.0,4867.0,3.4,1.26,85.4321
KELT-11 b,15.13215,54.34893,1712.0,4.7361,5375.0,2.69,1.44,99.1596
KOI-142 c,14.0,214.1,,22.26492,5466.0,0.897,0.99,376.863
Kepler-88 d,13.1,965.14699656,,1403.0,5466.0,0.897,0.99,376.863
Kepler-282 d,2.46,61.0,588.0,24.806,5656.0,0.89,0.97,1337.61
Kepler-796 b,1.3,2.24,1109.0,6.40087618,5475.0,1.09,0.93,817.584
Kepler-795 b,1.68,3.46,580.0,29.6193421,5631.0,0.96,0.94,492.122
Kepler-314 c,2.9,8.75,890.0,5.960392,5378.0,0.95,0.99,268.881
Kepler-324 b,1.14,1.55,935.0,4.385315,5194.0,0.84,0.901,501.574
Kepler-297 c,6.54,42.1,409.0,74.920137,5619.0,0.915,0.927,692.14
Kepler-293 c,3.83,14.0,466.0,54.155743,5804.0,0.957,0.934,974.633
Kepler-299 e,1.87,4.16,534.0,38.285489,5617.0,1.032,1.004,1052.24
Kepler-301 d,1.75,3.71,725.0,13.751243,5815.0,0.9,1.022,719.166
Kepler-305 b,3.6,10.5,836.0,5.487,5080.0,0.8,0.76,868.477
Kepler-911 b,2.6,7.27,931.0,20.310501,6112.0,1.99,1.34,556.168
Kepler-50 b,1.71,8.9,1196.0,7.81254,6225.0,1.58,1.24,250.11
Kepler-289 c,11.23,157.18,394.0,125.8723,5990.0,1.0,1.08,704.438
Kepler-1672 b,2.97022762,9.11,423.0,150.878,6131.95,1.08841,1.16,391.181
Kepler-1026 b,2.21,5.52,425.0,36.5156053,4948.0,0.75,0.79,351.239
Kepler-1333 b,2.81,8.3,428.0,109.6471842,5628.0,0.92,0.94,932.446
Kepler-55 e,1.55,3.02,728.0,4.617534,4503.0,0.619,0.631,578.796
Kepler-551 b,2.73,7.9,483.0,12.3764661,4286.0,0.63,0.65,311.175
Kepler-586 b,2.79,8.2,1365.0,2.104722184,5575.0,0.92,0.94,693.766
Kepler-1599 b,1.62,3.26,407.0,122.363553,5767.0,0.99,0.99,1328.2
Kepler-588 b,2.63,7.41,1176.0,4.221625357,5835.0,1.0,1.01,1209.4
GJ 367 d,2.33,6.03,,34.369,3522.0,0.458,0.455,9.41263
Kepler-108 c,8.18,50.9,426.0,190.323494,5854.0,2.192,1.247,338.732
Kepler-1142 b,1.47,2.76,902.0,18.3027248,5685.0,0.96,0.97,1273.51
Kepler-1504 b,2.13,5.18,485.0,82.304003,5393.0,0.81,0.85,2435.94
HD 5608 b,13.7,371.22357938,,768.7,4807.0,5.43,1.29,58.1105
TOI-771 b,1.422,2.61,527.19,2.326021,3201.0,0.242,0.22,25.2788
Kepler-119 b,3.6,12.6,1213.0,2.422082,5595.0,0.839,0.918,701.996
Kepler-1099 b,2.83,8.4,1558.0,2.168452593,5837.0,1.0,1.01,1022.8
Kepler-315 b,3.77,13.7,409.0,96.101141,5796.0,1.037,0.831,1160.63
Kepler-319 c,2.63,7.41,876.0,6.941357,5526.0,0.903,0.933,503.436
Kepler-119 c,0.92,0.721,1016.0,4.125103,5595.0,0.839,0.918,701.996
Kepler-248 b,3.02,9.38,819.0,6.308205,5190.0,0.831,0.838,738.792
Kepler-10 c,2.355,11.4,578.0,45.294301,5708.0,1.065,0.91,185.506
Kepler-207 d,3.31,11.0,1254.0,5.868075,5920.0,1.588,1.313,875.519
Kepler-211 b,1.26,2.13,954.0,4.138575,5123.0,0.816,0.867,309.353
Kepler-1008 b,1.28,2.18,627.0,12.43931193,5066.0,0.78,0.81,282.565
Kepler-595 b,3.708,17.4,535.0,25.3029092,5138.5,0.821,0.93,643.009
Kepler-1081 b,1.01,1.01,972.0,3.856918547,5345.0,0.84,0.88,420.215
Kepler-1783 b,1.31946731,2.3,1088.0,8.277440071,5129.0,1.781,0.887,264.078
Kepler-24 b,2.348,11.14,1050.0,8.14,6028.0,1.099,1.06,1156.81
Kepler-24 c,2.514,9.99,915.0,12.33,6028.0,1.099,1.06,1156.81
Kepler-251 d,2.77,8.1,536.0,30.133001,5526.0,0.89,0.891,924.625
Kepler-194 b,1.51,2.89,1648.0,2.092281,6089.0,1.025,0.94,1097.97
Kepler-1001 b,3.15,10.1,693.0,14.30511983,5491.0,0.88,0.9,928.978
Kepler-581 b,2.63,7.41,521.0,40.6069821,5772.0,1.0,1.0,703.758
Kepler-1174 b,1.59,3.15,1156.0,6.89225223,5936.0,1.04,1.04,1408.75
Kepler-1012 b,1.29,2.21,934.0,5.50860439,5556.0,0.91,0.95,411.077
Kepler-107 c,1.597,10.0,1378.0,4.901452,5854.0,1.447,1.238,525.997
Kepler-326 b,1.52,44.6,1127.0,2.248329,5105.0,0.801,0.91,487.675
Kepler-301 c,1.35,2.39,989.0,5.419026,5815.0,0.9,1.022,719.166
Kepler-304 c,2.17,5.35,746.0,5.315946,4731.0,0.687,0.737,434.684
Kepler-616 d,2.653,7.52,499.0,51.06740189,6004.0,0.977,1.061,945.775
Kepler-349 b,1.9,94.5,972.0,5.929778,5956.0,0.927,1.083,940.724
Kepler-349 c,1.96,4.5,763.0,12.247629,5956.0,0.927,1.083,940.724
Kepler-355 c,2.71,7.8,633.0,25.762294,6184.0,1.066,0.933,1432.17
Kepler-356 c,1.81,3.93,913.0,13.121632,6133.0,1.335,1.163,707.559
Kepler-583 b,2.28,5.82,1017.0,6.5100253,5523.0,0.91,0.94,867.271
Kepler-287 c,3.26,10.7,513.0,44.851896,5806.0,1.032,0.963,835.86
Kepler-282 c,1.2,1.87,717.0,13.638723,5602.0,0.904,0.86,1337.61
Kepler-284 c,2.61,7.32,478.0,37.514456,5615.0,0.814,0.766,1031.95
Kepler-1098 b,1.3,2.24,1319.0,2.543072855,5794.0,0.99,0.99,1049.19
Kepler-584 b,4.21,16.5,664.0,35.1810304,6195.0,1.24,1.17,1848.84
Kepler-275 b,2.34,6.08,1015.0,10.300682,6165.0,1.383,1.189,2034.25
Kepler-23 d,2.206,4.44,896.0,15.27,5828.0,1.548,1.078,835.756
Kepler-167 e,10.16,321.00669107,134.4,1071.23205,4884.0,0.749,0.777,341.908
Kepler-409 b,1.199,6.0,438.0,68.9583216,5421.0,0.897,0.913,68.173
Kepler-414 b,1.71,3.5,1024.0,4.7,5536.0,0.946,0.89,413.46
Kepler-327 d,1.73,3.64,387.0,13.969457,3799.0,0.492,0.591913,241.987
Kepler-904 b,1.77,3.78,1332.0,3.021668632,6160.0,1.25,1.16,978.125
Kepler-622 b,2.13,5.18,446.0,14.28226676,4201.0,0.61,0.64,284.761
Kepler-901 b,1.37,2.45,704.0,3.517494394,4184.0,0.57,0.59,253.867
Kepler-53 c,3.17,36.0,550.0,38.5583038,5858.0,0.89,0.98,1366.07
Kepler-352 c,1.24,2.07,591.0,16.332995,5212.0,0.781,0.798,252.733
GJ 143 b,2.61,22.7,422.0,35.61253,4640.0,0.695,0.73,16.32
HD 23472 b,2.0,8.32,543.0,17.667087,4684.0,0.71,0.67,39.0341
TOI-1601 b,14.19902343,387.0,1493.97,5.33175,5982.0,2.195,1.5055,336.608
K2-324 b,2.43,6.48,707.0,3.262,3752.0,0.505,0.517,136.667
K2-219 b,1.34762583,2.38,,3.901287,5753.0,1.189232,1.021545,325.4
NGTS-9 b,11.99363,921.707,1448.0,4.43527,6330.0,1.38,1.34,609.128
Kepler-1190 b,1.33,2.33,609.0,10.45843441,4730.0,0.72,0.76,342.509
Kepler-1716 b,2.4247685,6.46,408.0,35.58100128,4894.0,0.684,0.753,195.439
Kepler-1726 b,2.50861954,6.84,582.0,18.39629936,5316.0,0.804,0.876,390.552
Kepler-173 c,2.43,6.48,956.0,8.005777,6031.0,0.949,1.067,833.165
Kepler-1698 b,1.07315686,1.25,1351.0,1.2107,4975.03,0.741698,0.822,222.345
Kepler-1809 b,1.513,2.9,877.0,3.7572999,4901.0,0.716,0.807,409.602
Kepler-1206 b,1.64,3.33,1314.0,1.216997663,4877.0,0.75,0.8,762.019
Kepler-660 b,2.57,7.13,649.0,9.27358194,4779.0,0.71,0.75,568.431
Kepler-124 c,1.75,3.71,560.0,13.821375,4984.0,0.636,0.706,420.046
Kepler-1245 b,1.44,2.67,1043.0,4.35409304,5306.0,0.83,0.86,805.936
Kepler-623 b,3.01,9.32,825.0,9.07097734,5443.0,0.86,0.9,737.702
Kepler-1261 b,2.26,5.73,396.0,48.4308991,5006.0,0.77,0.82,744.294
HD 160691 e,,2224.798849,,307.9,5773.0,1.33,1.13,15.5981
Kepler-107 b,1.536,3.8,1592.0,3.1800218,5854.0,1.447,1.238,525.997
Kepler-1066 b,2.36,6.17,1290.0,1.931559839,5762.0,0.98,0.98,344.251
Kepler-1600 c,1.94206512,4.43,786.0,7.298049927,5119.0,0.834,0.818,1030.81
Kepler-1616 b,1.02,1.04,1337.0,6.76284377,6266.0,1.34,1.21,1137.81
Kepler-1618 b,1.26,2.13,1267.0,6.10826019,6620.0,1.65,1.41,1229.25
Kepler-1869 c,0.74,0.33,1455.0,1.716828304,5808.0,0.902,0.987,113.025
Kepler-1928 b,1.992,4.63,621.0,19.57783,5720.0,0.92,1.01,326.362
Kepler-180 b,1.5,2.86,781.0,13.817124,5731.0,1.063,0.95,695.65
Kepler-196 b,1.9,4.27,536.0,20.739886,5128.0,0.782,0.839,451.312
Kepler-194 d,2.4,6.35,562.0,52.814973,6089.0,1.025,0.94,1097.97
Kepler-320 b,1.14,1.55,1292.0,8.371554,6435.0,1.108,1.072,826.613
Kepler-1265 b,1.35,2.39,732.0,6.49441289,4630.0,0.69,0.71,583.641
Kepler-661 b,3.07,9.64,678.0,6.029301321,4483.0,0.67,0.7,534.788
Kepler-256 d,2.48,6.71,1097.0,5.839172,5551.0,1.301,1.037,1026.43
Kepler-268 c,3.38,11.4,471.0,83.446393,6081.0,1.274,1.109,851.87
Kepler-269 c,1.69,3.5,875.0,8.127899,5847.0,0.959,0.92,2257.32
Kepler-467 b,2.25,5.69,712.0,24.99324193,5809.0,1.37,1.05,466.265
Kepler-474 b,3.06,9.59,1115.0,5.660672935,5785.0,1.08,0.99,841.496
Kepler-169 b,1.13,1.51,962.0,3.250619,4997.0,0.763,0.825,406.529
Kepler-1282 b,1.55,3.02,1418.0,2.131946513,5504.0,0.89,0.92,1103.29
Kepler-217 b,2.23,5.6,1413.0,5.374943,6171.0,1.799,1.342,1104.64
Kepler-216 c,3.04,9.48,814.0,17.406669,6091.0,1.26,1.126,1187.47
Kepler-259 c,2.7,7.75,530.0,36.924931,5938.0,0.898,0.867,1002.14
Kepler-264 b,3.33,11.1,772.0,40.806231,6158.0,1.55,1.426,942.173
Kepler-265 b,1.86,4.12,1022.0,6.846262,5835.0,1.103,0.97,1280.25
Kepler-662 b,2.18,5.39,530.0,21.67697486,4897.0,0.74,0.79,815.637
TOI-1820 b,12.778238,731.0053361,1375.0,4.860674,5734.0,1.51,1.04,248.504
Kepler-1173 b,0.89,0.64,1650.0,0.7698536,5252.0,0.82,0.86,377.06
Kepler-1228 b,1.54,2.99,1757.0,0.577369579,5063.0,0.74,0.78,515.453
Kepler-1276 b,1.19,1.81,886.0,12.5720095,6188.0,1.21,1.14,538.481
Kepler-1278 b,1.01,1.01,1213.0,3.23941344,6074.0,1.16,1.11,889.426
Kepler-1280 b,1.87,4.16,757.0,66.5579057,6227.0,1.32,1.2,1486.7
Kepler-481 b,2.5,6.8,899.0,10.06082567,5802.0,1.09,1.01,813.724
Kepler-487 c,2.68,7.65,487.0,38.6519976,5444.0,0.88,0.91,872.343
Kepler-1292 b,1.82,3.97,1195.0,3.27646405,5556.0,0.93,0.95,1493.43
Kepler-134 b,2.0,4.66,1105.0,5.317429,5983.0,1.176,0.956,334.797
Kepler-1316 b,3.54,12.3,446.0,87.9732136,5884.0,1.12,1.04,800.871
Kepler-132 e,1.18,1.76,414.0,110.2869374,6023.0,1.1,1.03,349.549
Kepler-659 b,2.5,6.8,513.0,17.671796,4870.0,0.74,0.79,722.64
Kepler-341 e,1.99,4.62,539.0,42.473269,6012.0,1.024,0.976,1047.03
Kepler-707 b,1.33,2.33,1160.0,2.237492751,5099.0,0.76,0.8,591.776
Kepler-286 b,1.24,2.07,1367.0,1.796302,5580.0,0.863,0.83,1226.85
Kepler-277 b,2.92,87.3,964.0,17.324,5946.0,1.69,1.12,976.643
Kepler-28 b,1.959,1.63,585.0,5.91,4499.3,0.664,0.684,438.359
Kepler-286 d,1.33,2.33,919.0,5.914323,5580.0,0.863,0.83,1226.85
Kepler-288 b,1.67,3.43,1197.0,6.097326,5918.0,1.091,0.842,1194.15
Kepler-721 b,2.64,7.46,850.0,5.392025388,5075.0,0.78,0.82,926.598
Kepler-160 c,3.76,13.6,771.0,13.699429,5471.0,1.118,1.003,937.013
Kepler-160 d,,100.0,,30.0,5471.0,1.118,1.003,937.013
Kepler-354 d,1.24,2.07,451.0,24.209842,4648.0,0.674,0.652,554.064
Kepler-85 b,1.778,1.84,809.0,8.3,5505.2,0.875,0.928,765.025
Kepler-158 c,1.9,4.27,418.0,28.551383,4623.0,0.624,0.655,315.177
Kepler-1622 b,1.47,2.76,922.0,10.8118737,6436.0,1.5,1.31,796.477
Kepler-1835 b,3.53387773,12.2,808.0,11.96409988,5903.0,0.961,0.922,1404.38
Kepler-1851 b,3.90012032,14.5,776.0,12.02289963,5982.0,0.879,0.967,1589.81
Kepler-1852 b,1.88610592,4.22,760.0,7.970940113,5237.0,0.826,0.927,772.481
Kepler-186 e,1.27,2.15,319.0,22.407704,3788.0,0.472,0.478,177.594
Kepler-728 b,3.34,11.1,982.0,5.743477265,5660.0,0.93,0.95,1765.23
Kepler-729 b,3.58,12.5,1273.0,3.166353714,5633.0,0.91,0.94,1921.15
Kepler-730 b,12.3299,,1219.0,6.491682808,5620.0,1.411,1.047,1935.04
Kepler-730 c,1.56926,3.09,1607.0,2.85188338,5620.0,1.411,1.047,1935.04
Kepler-731 b,13.88,,1212.0,3.855603551,5849.0,1.06,1.03,1257.16
Kepler-358 b,2.72,7.85,554.0,34.060467,5908.0,0.954,0.94,1101.1
Kepler-665 b,2.6,7.27,593.0,16.01310205,4913.0,0.74,0.79,612.838
Kepler-666 b,2.4,6.35,1133.0,4.49876092,5887.0,1.05,1.03,1508.71
Kepler-668 b,2.7,7.75,790.0,8.35390639,5352.0,0.82,0.87,784.618
Kepler-116 c,2.3,5.9,964.0,13.07163,6142.0,1.454,1.198,955.168
Kepler-524 b,1.91,4.31,974.0,7.97419807,6014.0,1.1,1.09,1058.24
Kepler-524 c,0.96,0.84,1574.0,1.88897906,6014.0,1.1,1.09,1058.24
Kepler-121 b,2.34,6.08,997.0,3.177422,5311.0,0.701,0.859,510.523
Kepler-1255 b,2.32,5.99,694.0,36.2919336,6018.0,1.12,1.08,1617.07
Kepler-1318 b,3.11,9.85,202.0,213.257663,4598.0,0.7,0.73,475.248
Kepler-1342 b,1.66,3.39,1283.0,2.215710358,5527.0,0.9,0.93,890.724
Kepler-759 b,2.27,5.77,533.0,41.805985,5860.0,1.04,1.04,1073.48
Kepler-1358 b,1.12,1.46,827.0,7.06317341,5181.0,0.79,0.82,546.998
Kepler-117 b,8.059,29.875,984.0,18.7959228,6150.0,1.606,1.129,1455.57
Kepler-1109 b,2.19,5.43,787.0,37.6467384,5893.0,1.06,1.05,685.087
Kepler-361 c,2.52,6.9,568.0,55.188023,6169.0,1.343,1.191,930.32
Kepler-363 b,1.16,1.65,1347.0,3.614568,5593.0,1.485,1.226,762.596
Kepler-139 c,3.38,23.25579681,350.0,157.072878,5594.0,1.3,1.078,391.038
Kepler-32 c,2.0,158.9,451.0,8.7522,3900.0,0.53,0.58,323.847
Kepler-430 c,1.75,3.71,458.0,110.979,5884.0,1.485,1.166,917.477
HAT-P-42 b,14.348,331.801,1428.0,4.641878,5743.0,1.405405,1.178,405.238
K2-381 d,1.689,3.5,,26.803023,4473.0,0.675,0.754,145.701
TOI-2420 b,15.02003414,294.62693329,1571.6,5.842641,5707.0,2.369,1.158,435.174
Kepler-1519 b,7.06,39.6,342.0,240.7989397,5644.0,0.91,0.94,1441.63
Kepler-11 e,4.19,8.0,582.0,31.9996,5663.0,1.065,0.961,646.346
Kepler-1575 b,1.31,2.27,1312.0,2.55314213,5667.0,0.92,0.95,1246.92
KMT-2021-BLG-1770L b,12.1,6674.396547,,,,,0.13,6920.0
Kepler-732 c,1.27,2.15,893.0,0.893041236,3631.0,0.46,0.49,174.826
Kepler-331 b,1.82,3.97,540.0,8.457496,4347.0,0.492,0.653,580.119
HD 120084 b,12.7,2034.1018048,,2142.0,4879.0,10.37,2.16,103.044
GJ 463 b,13.0,1144.1822652,,3448.0,3540.0,0.49,0.49,18.3554
TOI-206 b,1.3,2.24,910.0,0.7363104,3383.0,0.35,0.35,47.7465
HD 100546 b,77.3421,2701.5414595,,,10500.0,1.85288,2.4,109.677
HD 190984 b,13.0,1137.82569706,,4885.0,5988.0,1.53,0.91,148.187
HD 204313 b,12.9,1466.7780983,,2041.11539,5767.0,1.1,1.03,47.7945
K2-353 b,5.55,26.3,735.0,15.466805,5698.0,0.99,0.87,268.515
WASP-181 b,13.271456,95.03117,1186.0,4.5195064,5839.0,0.965,1.04,437.495
HD 108236 e,3.083,9.71,636.0,19.590025,5660.0,0.877,0.869,64.5978
Kepler-938 b,2.22,5.56,544.0,52.6298417,5533.0,0.89,0.92,1182.05
Kepler-1179 b,1.32,2.3,1137.0,2.685057492,5212.0,0.81,0.84,415.205
HAT-P-45 b,15.984,283.492,1652.0,3.128992,6330.0,1.319,1.259,298.64
CoRoT-11 b,16.03,740.51,1657.0,2.99433,6440.0,1.37,1.27,655.037
TOI-125 b,2.726,9.5,1037.0,4.65382,5320.0,0.848,0.859,111.059
Kepler-669 b,4.83,20.8,1243.0,4.125546869,6038.0,1.2,1.15,2063.41
Kepler-673 b,6.54,34.8,1023.0,3.728731093,5355.0,0.84,0.88,918.21
Kepler-676 b,3.04,9.48,396.0,11.59822172,3701.0,0.49,0.51,295.196
Kepler-1202 b,2.94,8.96,547.0,28.6851324,5834.0,1.04,1.03,1175.38
Kepler-1220 b,1.52,2.92,899.0,7.42693741,5842.0,0.99,1.0,961.907
Kepler-1626 b,2.02,4.74,1352.0,4.13962966,6826.0,1.85,1.51,1368.83
Kepler-1620 b,1.61,3.22,428.0,101.951829,6157.0,1.23,1.15,895.069
Kepler-144 c,1.35,2.39,1046.0,10.104665,6075.0,1.235,1.154,384.917
Kepler-255 d,1.32,2.3,1710.0,1.045622658,5431.0,0.86,0.9,1052.53
Kepler-26 d,1.07,1.24,652.0,3.543919,4486.0,0.571,0.62,335.307
Kepler-340 c,3.37,11.3,946.0,22.824669,6620.0,1.85,1.65,808.762
Kepler-369 b,1.13,1.51,687.0,2.732756,3591.0,0.471,0.5,214.0
Kepler-1685 b,2.57673985,7.16,625.0,20.4905,5484.0,0.835451,0.96,1141.89
Kepler-530 b,3.01,9.32,488.0,39.30941904,5697.0,0.89,0.97,457.709
Kepler-533 b,3.38,11.4,423.0,28.51120525,4758.0,0.72,0.78,302.955
Kepler-542 b,1.57,3.09,698.0,13.14497566,5526.0,0.9,0.93,436.016
Kepler-607 b,0.87,0.59,1874.0,0.638163204,5196.0,0.8,0.84,519.122
Kepler-619 b,3.16,10.1,1073.0,5.404272197,5980.0,1.11,1.09,900.678
Kepler-1727 b,3.17321625,10.2,757.0,9.029299736,5349.0,0.82,0.824,894.187
Kepler-1730 b,4.48524519,18.4,833.0,13.81019974,5942.0,1.142,1.009,1427.08
Kepler-949 b,2.91,8.8,782.0,8.689307296,5403.0,0.86,0.89,486.105
Kepler-956 b,3.0,9.27,1056.0,5.248672631,6040.0,1.15,1.1,544.939
Kepler-1240 b,1.15,1.6,1121.0,4.8663815,5682.0,0.96,0.98,862.186
Kepler-427 b,13.79,92.17,1100.0,10.290994,5800.0,1.35,0.96,1017.8
Kepler-1371 c,0.64,0.196,1216.0,2.00541269,5361.0,0.83,0.87,515.334
Kepler-1820 b,3.11883067,9.9,561.0,31.03249931,5841.0,0.931,1.047,1425.39
Kepler-1080 b,3.28,10.8,548.0,77.2548396,5956.0,1.16,1.1,1382.82
Kepler-1084 b,1.11,1.41,1737.0,2.05333679,6113.0,1.28,1.12,405.533
Kepler-220 d,0.98,0.904,401.0,28.122397,4632.0,0.666,0.729,171.109
KOI-1257 b,10.54,460.83,511.0,86.647661,5520.0,1.13,0.99,656.0
Kepler-1009 b,2.17,5.35,403.0,11.35011917,4027.0,0.57,0.59,355.019
Kepler-723 b,12.19,,1016.0,4.082275068,5539.0,0.89,0.92,1071.8
Kepler-739 b,3.32,11.0,775.0,12.53248465,5601.0,0.9,0.93,1370.65
Kepler-589 c,1.11727238,1.45,1098.0,3.52466011,5372.0,0.916,0.832,612.803
Kepler-944 b,2.63,7.41,459.0,43.3167737,5409.0,0.83,0.86,1349.43
Kepler-1266 c,1.68023962,3.46,881.0,4.86631012,4996.0,0.831,0.791,849.312
Kepler-632 b,2.21,5.52,500.0,30.99660733,5322.0,0.84,0.91,349.0
Kepler-696 b,6.14,31.3,1234.0,4.190425575,5903.0,1.08,1.06,1416.44
Kepler-671 b,2.69,7.7,1012.0,4.280958588,5624.0,0.95,0.97,1168.26
Kepler-711 b,3.41,11.5,487.0,23.58914398,5222.0,0.8,0.84,624.575
Kepler-69 c,1.71,3.57,299.0,242.4613,5638.0,0.93,0.81,730.625
Kepler-642 b,2.9,8.75,1810.0,4.41745855,6570.0,1.66,1.4,781.582
Kepler-755 c,1.26,2.13,1016.0,2.853133644,5043.0,0.77,0.82,399.034
Kepler-762 b,12.68,,1302.0,3.770552098,5944.0,1.08,1.06,1898.26
Kepler-267 d,2.27,5.77,301.0,28.464515,4258.0,0.555,0.541571,264.993
Kepler-947 b,2.28,5.82,573.0,26.9644317,5508.0,0.87,0.9,1730.78
Kepler-698 b,3.68,13.1,727.0,16.32976218,5612.0,0.91,0.94,1995.57
Kepler-625 c,1.05,1.16,1048.0,4.1653651,5789.0,0.96,1.04,760.708
Kepler-849 b,8.08167508,298.75870258,362.7,394.62508,5950.0,1.822,1.259,822.134
Kepler-84 d,1.38,2.48,1254.0,4.224537,6031.0,1.169,1.06,1023.9
Kepler-35 b,8.16,40.363,,131.458,5606.0,1.0284,0.8877,1819.17
Kepler-766 b,3.39,11.4,990.0,6.10027804,5992.0,1.15,1.1,2297.62
Kepler-767 b,6.64,35.7,366.0,161.5280101,5694.0,0.94,0.96,2251.03
Kepler-214 b,2.61,7.32,758.0,15.660544,6169.0,1.352,1.11,1208.44
Kepler-462 c,4.0,6.0,453.0,207.62,7500.0,1.57,1.59,596.625
Kepler-978 b,2.99,9.22,546.0,49.6221509,6002.0,1.09,1.07,682.522
Kepler-896 b,2.53,6.94,303.0,144.547396,5262.0,0.81,0.84,2334.93
KOI-7913 b,2.34,6.08,432.0,24.278553,4324.0,0.788,0.76,271.277
Kepler-68 d,13.9,267.0,,632.62,5847.0,1.2564,1.057,144.166
Kepler-1032 b,1.87,4.16,802.0,3.290117953,4647.0,0.71,0.77,673.01
Kepler-81 d,1.21,1.92,418.0,20.837846,4500.0,0.595,0.648,348.291
Kepler-81 c,2.37,4.3,502.0,12.04,4385.0,0.59,0.64,348.291
Kepler-993 b,2.97,9.11,352.0,22.08557563,3843.0,0.54,0.57,324.423
Kepler-996 b,1.98,4.58,1272.0,3.770590584,6014.0,1.14,1.09,1216.58
Kepler-769 b,2.92,8.85,1037.0,7.42608998,6186.0,1.28,1.19,1169.57
Kepler-825 c,1.84,4.04,981.0,8.1818246,5976.0,1.08,1.03,807.85
Kepler-616 c,3.41,11.5,413.0,90.4113556,5753.0,0.97,0.98,945.775
Kepler-1033 b,2.51,6.85,914.0,7.56052806,5547.0,0.92,0.94,1455.5
Kepler-722 c,2.82,8.35,401.0,105.144749,5863.0,1.05,1.03,1239.5
Kepler-818 b,5.11,22.9,786.0,10.035385814,5638.0,0.92,0.94,925.037
Kepler-595 c,1.009,3.3,679.0,12.38602,5138.5,0.821,0.93,643.009
KOI-12 b,13.78707,349.613,911.0,17.855182,6635.0,1.4,1.5,399.398
KOI-3680 b,11.09691,613.4119,347.0,141.241671,5830.0,0.96,1.01,921.986
CoRoT-7 c,2.83,8.4,,3.698,5256.0,0.864273,0.899,159.906
Kepler-395 c,1.32,2.3,341.0,34.989262,4262.0,0.556,0.622827,421.382
Kepler-290 d,0.86,0.566,1589.0,0.764017553,5142.0,0.755,0.84,694.627
Kepler-776 b,1.28,2.18,904.0,4.89718784,5071.0,0.78,0.83,727.904
Kepler-1695 b,1.11948901,1.46,957.0,4.7329,5473.19,0.987155,0.96,791.175
Kepler-415 b,1.21,119.9,694.0,4.176,4362.0,0.643,0.67,530.487
Kepler-417 b,2.31,11.0,671.0,12.331,5177.0,0.806,0.9,973.989
Kepler-600 b,2.9,8.75,528.0,23.67517607,5279.0,0.81,0.84,619.723
TOI-2236 b,14.36991326,502.16888306,1688.0,3.5315902,6248.0,1.573,1.343,355.59
TOI-2207 b,11.1529358,203.41018048,1259.0,8.001968,6101.0,1.564,1.296,373.345
TOI-733 b,1.992,5.72,1055.8,4.884765,5585.0,0.949,0.956,75.2092
K2-54 b,2.6116925,7.33,560.0,9.7833,3798.0,0.637521,0.617687,174.955
TOI-1201 b,2.415,6.28,703.0,2.4919863,3476.0,0.508,0.512,37.8871
TOI-3235 b,11.39953337,211.35589065,604.0,2.59261842,3388.8,0.3697,0.3939,72.811
BD-14 3065 b,21.59,3932.0,2001.0,4.2889731,6935.0,2.35,1.41,589.423
